,0,1,2,3,4,target
0,0.06668054306012085,0.06668092900528072,0.06668067161553694,0.0666801547397616,0.7332777015793,1
1,0.05000968333009057,0.050009952698325186,0.050009773053637525,0.7999613920302634,0.05000919888768333,1
2,0.8666482006299642,0.03333812722985429,0.033338040745722296,0.03333786707308765,0.033337764321371345,1
3,0.7332811444746977,0.06668021530464015,0.06667997084118857,0.06667947991668749,0.06667918946278605,1
4,0.04000773303293396,0.040007948276412804,0.04000780472667986,0.040007516482785326,0.8399689974811879,1
5,0.799495275734994,0.050009670013179464,0.05000949571405393,0.05000914566248702,0.050476412875285516,1
6,0.028809911491457275,0.02862447400534608,0.028575247671993348,0.8852424352234083,0.02874793160779501,1
7,0.2,0.2,0.2,0.2,0.2,1
8,0.040007728013354685,0.040007942658068674,0.0403095542062731,0.040007512025341925,0.8396672630969616,1
9,0.05000915752041347,0.7999639993665041,0.050009242351409924,0.05000890127659011,0.05000869948508244,1
10,0.05000638481661427,0.050061060425443074,0.7995998502478436,0.050120264116771396,0.0502124403933276,1
11,0.02500362670139539,0.8999857426232473,0.025003660319746095,0.02500352515772102,0.025003445197890266,1
12,0.0500096833300905,0.05000995269832577,0.05000977305363757,0.7999613920302632,0.050009198887683,1
13,0.7332811444746974,0.06668021530464047,0.06667997084118786,0.06667947991668821,0.06667918946278607,1
14,0.033340162785014504,0.033638517198004696,0.20042964077699424,0.033339969866744916,0.6992517093732417,1
15,0.2,0.2,0.2,0.2,0.2,0
16,0.2,0.2,0.2,0.2,0.2,0
17,0.10002342381555712,0.10002407553467589,0.10002364089970366,0.5999066080540015,0.10002225169606183,0
18,0.5999098611437682,0.10002340113984855,0.10002297872212575,0.100022130437709,0.10002162855654857,0
19,0.2,0.2,0.2,0.2,0.2,0
20,0.2,0.2,0.2,0.2,0.2,0
21,0.2,0.2,0.2,0.2,0.2,0
22,0.10002255859124175,0.1000231861526907,0.5999108981863878,0.10002192716307431,0.10002142990660548,0
23,0.10002342381556158,0.10002407553467986,0.10002364089970618,0.5999066080539914,0.10002225169606092,0
24,0.2,0.2,0.2,0.2,0.2,0
25,0.2,0.2,0.2,0.2,0.2,0
26,0.2,0.2,0.2,0.2,0.2,0
27,0.2,0.2,0.2,0.2,0.2,0
28,0.2,0.2,0.2,0.2,0.2,0
29,0.2,0.2,0.2,0.2,0.2,0
30,0.2,0.2,0.2,0.2,0.2,0
31,0.1000097886661742,0.10001006055333982,0.5999613360952827,0.10000951507806193,0.10000929960714142,1
32,0.05000915752041341,0.7999639993665042,0.05000924235141016,0.0500089012765898,0.05000869948508234,0
33,0.04008106059621735,0.04008346381990139,0.040006244440963006,0.8393074828138865,0.040521748329031756,1
34,0.10056391397197276,0.10058104517356346,0.10000383397203925,0.1023633399230405,0.5964878669593839,0
35,0.050009325837404695,0.050009585216907494,0.7999631647299974,0.05000906486495896,0.05000885935073147,0
36,0.040050084382381446,0.04005156053591199,0.040006157685229,0.040173010862339154,0.8397191865341385,0
37,0.06683347054477501,0.06683843697603943,0.06667477925202175,0.0672800418602075,0.7323732713669564,1
38,0.05013375211563786,0.05013773944884665,0.05000556847919873,0.798843619461489,0.050879320494827796,1
39,0.10002396781285838,0.1000246347248573,0.1000241899573374,0.10002329680075056,0.5999039107041964,0
40,0.2,0.2,0.2,0.2,0.2,0
41,0.04000727841941224,0.04000748093727845,0.8399712517592981,0.04000707466627977,0.04000691421773136,0
42,0.9110239873652446,0.022226257906884758,0.022226185189455516,0.022226039146055438,0.022297530392359516,0
43,0.2,0.2,0.2,0.2,0.2,0
44,0.7928808561315673,0.050502031888395436,0.05000960002233496,0.05205360047447568,0.054553911483226636,0
45,0.06781161411608162,0.0666809756368036,0.06782285027769162,0.06668019942154706,0.7310043605478761,0
46,0.730934966895772,0.06668026165457575,0.06668001651663598,0.06902552202150285,0.06667923291151347,1
47,0.03333953893390915,0.033339711737039944,0.03333959649063995,0.866641924636909,0.033339228201501966,0
48,0.2,0.2,0.2,0.2,0.2,0
49,0.8999823863388786,0.025004573043029055,0.02500449032656749,0.025004324259680587,0.025004226031844358,0
50,0.05047269872068503,0.7932656846018371,0.0500093332984452,0.0519829200345276,0.05426936334450504,1
51,0.04005008438238797,0.040051560535919385,0.040006157685235195,0.04017301086246114,0.8397191865339964,1
52,0.05000785463302914,0.05000807296606709,0.050007927355872304,0.7999686830874579,0.050007461957573586,0
53,0.028576409585286462,0.8856947044644269,0.028576455792015194,0.028576270024339205,0.028576160133932233,1
54,0.7332811444747002,0.06668021530463977,0.06667997084118771,0.0666794799166868,0.06667918946278555,0
55,0.05013563254796313,0.05013967370369925,0.05000741330536705,0.7988352193631326,0.05088206107983803,1
56,0.028576501263902404,0.028576642566489303,0.8856942498671959,0.028576359114759656,0.028576247187652823,1
57,0.8666427868164305,0.03333953298621516,0.033339420992148046,0.03333919611734704,0.03333906308785939,0
58,0.7999627362217887,0.050009674046271796,0.05000949945347695,0.05000914885212493,0.05000894142633764,0
59,0.040647743630747545,0.04000775822425682,0.040007618375055454,0.8393297084442621,0.04000717132567803,1
60,0.03333853624524342,0.866646212650651,0.03333858449106443,0.03333839063485582,0.033338275978185374,0
61,0.04005008438240921,0.040051560535940105,0.04000615768525422,0.040173010862836415,0.8397191865335601,0
62,0.033339309634194646,0.033339476007493714,0.866643061649296,0.03333914225450251,0.0333390104545132,0
63,0.033339309634194576,0.033339476007493325,0.8666430616492963,0.033339142254502276,0.03333901045451348,1
64,0.7332811444746968,0.06668021530464077,0.06667997084118872,0.06667947991668777,0.06667918946278588,0
65,0.06667603085815846,0.06667629106631795,0.7332963462155401,0.06667576903098726,0.0666755628289963,1
66,0.03370485740278863,0.8639582430310878,0.03333862124576088,0.03395388004880382,0.035044398271558884,0
67,0.8399709172051115,0.04000755029330595,0.040007413972105964,0.040007140236182945,0.04000697829329365,0
68,0.06667603085815874,0.06667629106631832,0.7332963462155393,0.0666757690309874,0.06667556282899628,1
69,0.03333919676226835,0.8662943845299603,0.03351943707955279,0.03333903290978053,0.03350794871843797,1
70,0.040007733032933875,0.04000794827641206,0.04000780472667968,0.04000751648278447,0.8399689974811899,0
71,0.050533030614104545,0.0502301291124637,0.05000811505217827,0.05000781596119388,0.7992209092600596,0
72,0.02889569812386819,0.028576145759743037,0.8853247036707868,0.028575890062511055,0.028627562383090985,1
73,0.06668022832879722,0.06668060548709213,0.06668035395762084,0.7332792622242726,0.06667955000221717,1
74,0.028576813413527188,0.028576962967857934,0.029417095496898735,0.028576662915667902,0.8848524652060483,1
75,0.04030575870535418,0.04013585214968374,0.04000669685345673,0.04000645004733169,0.8395452422441737,0
76,0.06667972773221373,0.06668009091880825,0.7332817445190123,0.06667936230466998,0.06667907452529565,0
77,0.06668024517136392,0.06782460002629144,0.06668037085684353,0.7321352174577348,0.06667956648776624,1
